,Artist,Song,Class,probability_vector,label_vector
826,Hunter Hayes,Wanted,romantic,"[0.0984659194946289, 0.364296019077301, 0.3636840283870697, 0.20631471276283264, 0.04848819971084595, 0.05850595235824585, 0.003867208957672119]","[0, 1, 0, 0, 0, 0, 0]"
827,Justin Timberlake,CAN’T STOP THE FEELING!,romantic,"[0.126919686794281, 0.27477943897247314, 0.31193655729293823, 0.16135546565055847, 0.0007700324058532715, 0.038575202226638794, 0.002363443374633789]","[0, 0, 1, 0, 0, 0, 0]"
828,Brett Young,In Case You Didn’t Know,romantic,"[0.20890924334526062, 0.33062243461608887, 0.30192404985427856, 0.36925655603408813, 0.1023779809474945, 0.0616055428981781, 0.059269070625305176]","[0, 0, 0, 1, 0, 0, 0]"
829,Katy Perry,Firework,romantic,"[0.09439504146575928, 0.2928066849708557, 0.2261335551738739, 0.17926841974258423, 0.0013085603713989258, 0.039807409048080444, 0.018175989389419556]","[0, 1, 0, 0, 0, 0, 0]"
830,James Vincent McMorrow,One Thousand Times,romantic,"[0.07847389578819275, 0.318132221698761, 0.28657299280166626, 0.2330760955810547, 0.004027336835861206, 0.04993081092834473, 0.012502610683441162]","[0, 1, 0, 0, 0, 0, 0]"
831,James Arthur,Impossible,romantic,"[0.08308190107345581, 0.4137059450149536, 0.2795025408267975, 0.2473406195640564, 0.011804461479187012, 0.05142125487327576, 0.0031961798667907715]","[0, 1, 0, 0, 0, 0, 0]"
832,RHODES,Breathe,romantic,"[0.1558869183063507, 0.4096875786781311, 0.3811597228050232, 0.21311378479003906, 0.02994409203529358, 0.11441326141357422, 0.04845646023750305]","[0, 1, 0, 0, 0, 0, 0]"
833,Bruno Mars,Marry You,romantic,"[0.15964281558990479, 0.2658364176750183, 0.332089364528656, 0.18645986914634705, 0.014728516340255737, 0.08038583397865295, 0.007301777601242065]","[0, 0, 1, 0, 0, 0, 0]"
834,One Direction,What Makes You Beautiful,romantic,"[0.2677014470100403, 0.3088940680027008, 0.32833537459373474, 0.24823009967803955, 0.016606062650680542, 0.09455955028533936, 0.007801234722137451]","[0, 0, 1, 0, 0, 0, 0]"
835,George Ezra,Budapest,Peaceful,"[0.2532707750797272, 0.35770124197006226, 0.29553350806236267, 0.23071134090423584, 0.19539391994476318, 0.10100939869880676, 0.036349207162857056]","[0, 1, 0, 0, 0, 0, 0]"
836,Passenger,Let Her Go,Peaceful,"[0.03776979446411133, 0.3913002014160156, 0.2929137945175171, 0.14070585370063782, 0.02439868450164795, 0.06378468871116638, 0.0023973584175109863]","[0, 1, 0, 0, 0, 0, 0]"
837,Ed Sheeran,Thinking Out Loud,Peaceful,"[0.06111419200897217, 0.3307490944862366, 0.3248506188392639, 0.11897879838943481, 0.0041304826736450195, 0.005435734987258911, 0.0030390918254852295]","[0, 1, 0, 0, 0, 0, 0]"
838,John Legend,All of Me,Peaceful,"[0.08953127264976501, 0.2913762331008911, 0.23748311400413513, 0.1889955699443817, 0.09247192740440369, 0.0634564459323883, 0.015213191509246826]","[0, 1, 0, 0, 0, 0, 0]"
839,OneRepublic,Counting Stars,Peaceful,"[0.08369091153144836, 0.2943663001060486, 0.15967878699302673, 0.2689799666404724, 0.0436021089553833, 0.04259929060935974, 0.014805108308792114]","[0, 1, 0, 0, 0, 0, 0]"
840,Naughty Boy,La La La,Peaceful,"[0.10908511281013489, 0.23260071873664856, 0.16996437311172485, 0.23692390322685242, 0.1411367952823639, 0.03172844648361206, 0.2656395435333252]","[0, 0, 0, 0, 0, 0, 1]"
841,MAGIC!,Rude,Peaceful,"[0.1354820728302002, 0.14418497681617737, 0.21781346201896667, 0.27959465980529785, 0.08957874774932861, 0.03101089596748352, 0.018633902072906494]","[0, 0, 0, 1, 0, 0, 0]"
842,John Legend,Save Room,Peaceful,"[0.04606509208679199, 0.3456242084503174, 0.25234299898147583, 0.15352001786231995, 0.08454763889312744, 0.027478665113449097, 0.007198452949523926]","[0, 1, 0, 0, 0, 0, 0]"
843,Sam Smith,I’m Not the Only One,Peaceful,"[0.15699559450149536, 0.3871767818927765, 0.3301026225090027, 0.35297924280166626, 0.21411865949630737, 0.09456852078437805, 0.016754716634750366]","[0, 1, 0, 0, 0, 0, 0]"
844,Hozier,Take Me to Church,Peaceful,"[0.08765706419944763, 0.17789193987846375, 0.08122414350509644, 0.22968778014183044, 0.034757256507873535, 0.00805845856666565, 0.3073453903198242]","[0, 0, 0, 0, 0, 0, 1]"
845,Ellie Goulding,Love Me Like You Do,Peaceful,"[0.08807021379470825, 0.3474903106689453, 0.2853930592536926, 0.15675032138824463, 0.07706969976425171, 0.06922772526741028, 0.08747369050979614]","[0, 1, 0, 0, 0, 0, 0]"
846,Ariana Grande & The Weeknd,Love Me Harder,Peaceful,"[0.07534420490264893, 0.30649465322494507, 0.32140153646469116, 0.16843438148498535, 0.05352979898452759, 0.056986004114151, 0.000176161527633667]","[0, 0, 1, 0, 0, 0, 0]"
847,Michael Jackson,The Way You Make Me Feel,Peaceful,"[0.13654744625091553, 0.24822267889976501, 0.32374054193496704, 0.10616445541381836, 0.047533273696899414, 0.025374561548233032, 0.0052235424518585205]","[0, 0, 1, 0, 0, 0, 0]"
848,Sia,Chandelier,Peaceful,"[0.12490728497505188, 0.3170323967933655, 0.2815871238708496, 0.1536383032798767, 0.04052424430847168, 0.1209685206413269, 0.0019451379776000977]","[0, 1, 0, 0, 0, 0, 0]"
849,Taylor Swift,Blank Space,Peaceful,"[0.030413180589675903, 0.1437423825263977, 0.10094958543777466, 0.1948862373828888, 0.02443242073059082, 0.0055807530879974365, 0.0009233951568603516]","[0, 0, 0, 1, 0, 0, 0]"
850,Bruno Mars,Just the Way You Are,Peaceful,"[0.1204649806022644, 0.2666568160057068, 0.34516066312789917, 0.1679670810699463, 0.0446222722530365, 0.015029847621917725, 0.010410189628601074]","[0, 0, 1, 0, 0, 0, 0]"
851,Enrique Iglesias,Hero,Peaceful,"[0.0868963897228241, 0.41998347640037537, 0.3500068783760071, 0.26827389001846313, 0.043860822916030884, 0.08269622921943665, 0.024508267641067505]","[0, 1, 0, 0, 0, 0, 0]"
852,Enrique Iglesias,Addicted,Peaceful,"[0.08650970458984375, 0.3877163231372833, 0.3087969422340393, 0.21682214736938477, 0.011299669742584229, 0.09072861075401306, 0.0020926296710968018]","[0, 1, 0, 0, 0, 0, 0]"
853,Wiz Khalifa,See You Again,Peaceful,"[0.11466920375823975, 0.2753046751022339, 0.20646309852600098, 0.11190170049667358, 0.019673943519592285, 0.05208307504653931, 0.002308070659637451]","[0, 1, 0, 0, 0, 0, 0]"
854,Sia,Elastic Heart,Peaceful,"[0.05575805902481079, 0.35090258717536926, 0.16797307133674622, 0.17160391807556152, 0.04387733340263367, 0.06497296690940857, 0.0035406649112701416]","[0, 1, 0, 0, 0, 0, 0]"
855,Adele,Rolling in the Deep,Peaceful,"[0.024189740419387817, 0.2416536808013916, 0.2068611979484558, 0.14171546697616577, 0.0003337562084197998, 0.00391155481338501, 0.0034269988536834717]","[0, 1, 0, 0, 0, 0, 0]"
856,Adele,Set Fire to the Rain,Peaceful,"[0.0962594747543335, 0.3712376356124878, 0.25345656275749207, 0.15576431155204773, 0.02932429313659668, 0.0401797890663147, 0.009593486785888672]","[0, 1, 0, 0, 0, 0, 0]"
857,James Blunt,You’re Beautiful,Peaceful,"[0.1382947862148285, 0.36822569370269775, 0.30704304575920105, 0.2765442728996277, 0.06710121035575867, 0.09163016080856323, 0.04882565140724182]","[0, 1, 0, 0, 0, 0, 0]"
858,Hoobastank,The Reason,Peaceful,"[0.2351561188697815, 0.4039270877838135, 0.3360506296157837, 0.40432360768318176, 0.17770543694496155, 0.12407314777374268, 0.052476197481155396]","[0, 0, 0, 1, 0, 0, 0]"
859,3 Doors Down,Here Without You,Peaceful,"[0.18302887678146362, 0.3552820086479187, 0.33392947912216187, 0.327720582485199, 0.13227900862693787, 0.08484628796577454, 0.01935228705406189]","[0, 1, 0, 0, 0, 0, 0]"
860,Rap Genius,Rap Genius Trends: 2014,Peaceful,"[0.08783850073814392, 0.08663535118103027, 0.07858604192733765, 0.20536008477210999, 3.115905565209687e-05, 0.028495341539382935, 0.5106067657470703]","[0, 0, 0, 0, 0, 0, 1]"
861,Genius Brasil Traduções,Swedish House Mafia - Don’t You Worry Child ft. John Martin (Tradução em Português),Peaceful,"[0.16498631238937378, 0.23667579889297485, 0.19138789176940918, 0.2824477255344391, 0.12455922365188599, 0.07506254315376282, 0.09018117189407349]","[0, 0, 0, 1, 0, 0, 0]"
862,Pharrell Williams,Happy,Peaceful,"[0.1773933470249176, 0.3619748651981354, 0.2839112877845764, 0.31790459156036377, 0.04013875126838684, 0.0966787040233612, 0.14813056588172913]","[0, 1, 0, 0, 0, 0, 0]"
863,Train,"Hey, Soul Sister",Peaceful,"[0.06407684087753296, 0.22365275025367737, 0.17178574204444885, 0.2933458685874939, 0.013847559690475464, 0.04296514391899109, 0.011155128479003906]","[0, 0, 0, 1, 0, 0, 0]"
864,Jason Mraz,I’m Yours,Peaceful,"[0.029036790132522583, 0.1475660800933838, 0.3141021132469177, 0.11584335565567017, 0.020910412073135376, 0.01019546389579773, 0.001804649829864502]","[0, 0, 1, 0, 0, 0, 0]"
865,​fun.,We Are Young,Peaceful,"[0.08873674273490906, 0.3606206178665161, 0.2189161777496338, 0.142983078956604, 0.0641421377658844, 0.04278278350830078, 0.00804811716079712]","[0, 1, 0, 0, 0, 0, 0]"
866,Gotye,Somebody That I Used to Know,Peaceful,"[0.08430543541908264, 0.31684374809265137, 0.15616047382354736, 0.3060198426246643, 0.025991857051849365, 0.023437082767486572, 0.011760741472244263]","[0, 1, 0, 0, 0, 0, 0]"
867,Snoop Dogg,Drop It Like It’s Hot,Peaceful,"[0.0536726713180542, 0.015461832284927368, 0.015362411737442017, 0.11720144748687744, 0.007417142391204834, 0.011456519365310669, 0.0033947527408599854]","[0, 0, 0, 1, 0, 0, 0]"
868,Nelly,Dilemma,Peaceful,"[0.09164890646934509, 0.14581719040870667, 0.14893993735313416, 0.18135574460029602, 0.06273221969604492, 0.01729673147201538, 0.002269446849822998]","[0, 0, 0, 1, 0, 0, 0]"
869,Rihanna,Hate That I Love You,Peaceful,"[0.09523001313209534, 0.233814537525177, 0.22518041729927063, 0.32598865032196045, 0.006315767765045166, 0.017523914575576782, 0.0026755332946777344]","[0, 0, 0, 1, 0, 0, 0]"
870,Chris Brown,With You,Peaceful,"[0.07682135701179504, 0.18351197242736816, 0.2564659118652344, 0.13647869229316711, 0.10563167929649353, 0.029099375009536743, 0.0001179469472845085]","[0, 0, 1, 0, 0, 0, 0]"
871,Gym Class Heroes,Stereo Hearts,Peaceful,"[0.07059726119041443, 0.15136215090751648, 0.09592720866203308, 0.13107407093048096, 0.016893893480300903, 0.004319518804550171, 0.008536368608474731]","[0, 1, 0, 0, 0, 0, 0]"
872,Eminem,Not Afraid,Peaceful,"[0.017489343881607056, 0.10817980766296387, 0.062336623668670654, 0.09926792979240417, 0.0022398531436920166, 0.187297523021698, 0.004235565662384033]","[0, 0, 0, 0, 0, 1, 0]"
873,Justin Bieber,Love Yourself,Peaceful,"[0.04803198575973511, 0.35867711901664734, 0.2875244617462158, 0.35530269145965576, 0.0576612651348114, 0.044491082429885864, 0.0017639100551605225]","[0, 1, 0, 0, 0, 0, 0]"
874,R. City,Locked Away,Peaceful,"[0.06784060597419739, 0.36946091055870056, 0.3181076943874359, 0.2667941451072693, 0.03358963131904602, 0.08077195286750793, 0.0015932023525238037]","[0, 1, 0, 0, 0, 0, 0]"
875,Lukas Graham,7 Years,Peaceful,"[0.1192634105682373, 0.27465036511421204, 0.11010682582855225, 0.2049713134765625, 0.00022548437118530273, 0.009756207466125488, 0.2605440616607666]","[0, 1, 0, 0, 0, 0, 0]"
876,DNCE,Cake by the Ocean,Peaceful,"[0.06126764416694641, 0.14918649196624756, 0.08076998591423035, 0.11687788367271423, 0.03265291452407837, 0.010783106088638306, 0.006089627742767334]","[0, 1, 0, 0, 0, 0, 0]"
877,Coldplay,Hymn for the Weekend,Peaceful,"[0.15916186571121216, 0.2874471843242645, 0.27028363943099976, 0.11565721035003662, 0.012487053871154785, 0.12368416786193848, 0.06434407830238342]","[0, 1, 0, 0, 0, 0, 0]"
878,Louis Armstrong,What a Wonderful World,Peaceful,"[0.3424455523490906, 0.3590150773525238, 0.29382580518722534, 0.2971869707107544, 0.031346023082733154, 0.08242884278297424, 0.28689050674438477]","[0, 1, 0, 0, 0, 0, 0]"
879,The Beatles,Let It Be,Peaceful,"[0.25703635811805725, 0.36851805448532104, 0.2835535705089569, 0.30967915058135986, 0.015424937009811401, 0.16262462735176086, 0.2101457417011261]","[0, 1, 0, 0, 0, 0, 0]"
880,Elton John,Your Song,Peaceful,"[0.3066464066505432, 0.2707178592681885, 0.21496015787124634, 0.36068859696388245, 0.003741055727005005, 0.06060504913330078, 0.21119004487991333]","[0, 0, 0, 1, 0, 0, 0]"
881,Adele,Someone Like You,Peaceful,"[0.12995803356170654, 0.33736318349838257, 0.29436177015304565, 0.3371843099594116, 0.01341325044631958, 0.0161094069480896, 0.005678057670593262]","[0, 1, 0, 0, 0, 0, 0]"
882,Adele,Hello,Peaceful,"[0.08321443200111389, 0.3231450021266937, 0.3022829294204712, 0.19994574785232544, 0.02816140651702881, 0.07096680998802185, 0.02505996823310852]","[0, 1, 0, 0, 0, 0, 0]"
883,Coldplay,Fix You,Peaceful,"[0.13012903928756714, 0.42590609192848206, 0.3079509735107422, 0.25328704714775085, 0.03958529233932495, 0.09555584192276001, 0.023649930953979492]","[0, 1, 0, 0, 0, 0, 0]"
884,Aretha Franklin,I Say A Little Prayer,Peaceful,"[0.06205010414123535, 0.32376328110694885, 0.2505190968513489, 0.26192760467529297, 0.052873849868774414, 0.013030260801315308, 0.0059913694858551025]","[0, 1, 0, 0, 0, 0, 0]"
885,Enya,Orinoco Flow (Sail Away),Peaceful,"[0.12221553921699524, 0.23676976561546326, 0.11172753572463989, 0.14514309167861938, 0.08053499460220337, 0.04313668608665466, 0.08272281289100647]","[0, 1, 0, 0, 0, 0, 0]"
886,Cat Stevens,Morning Has Broken,Peaceful,"[0.2852702736854553, 0.3491135537624359, 0.25201889872550964, 0.2508559823036194, 0.146184504032135, 0.08957025408744812, 0.2813604176044464]","[0, 1, 0, 0, 0, 0, 0]"
887,U2,Beautiful Day,Peaceful,"[0.10568448901176453, 0.27135372161865234, 0.237332284450531, 0.10842001438140869, 0.024598270654678345, 0.018659472465515137, 0.05682799220085144]","[0, 1, 0, 0, 0, 0, 0]"
888,Dido,White Flag,Peaceful,"[0.14467129111289978, 0.362612247467041, 0.29473936557769775, 0.2586715519428253, 0.12913259863853455, 0.07745438814163208, 0.025485485792160034]","[0, 1, 0, 0, 0, 0, 0]"
889,Keane,Somewhere Only We Know,Peaceful,"[0.19281980395317078, 0.3739193379878998, 0.32874077558517456, 0.25758975744247437, 0.03723713755607605, 0.0980360209941864, 0.07981383800506592]","[0, 1, 0, 0, 0, 0, 0]"
890,Bob Dylan,Lay Lady Lay,Peaceful,"[0.2588885426521301, 0.3699701130390167, 0.25196418166160583, 0.22621947526931763, 0.03892624378204346, 0.1559956669807434, 0.22991979122161865]","[0, 1, 0, 0, 0, 0, 0]"
891,Eagles,Peaceful Easy Feeling,Peaceful,"[0.2121984362602234, 0.38620784878730774, 0.28905749320983887, 0.36009371280670166, 0.11786594986915588, 0.07882985472679138, 0.03481864929199219]","[0, 1, 0, 0, 0, 0, 0]"
892,Norah Jones,Come Away With Me,Peaceful,"[0.17702922224998474, 0.3680753707885742, 0.34025368094444275, 0.2813468277454376, 0.10134837031364441, 0.10508319735527039, 0.056745707988739014]","[0, 1, 0, 0, 0, 0, 0]"
893,Bobby McFerrin,"Don’t Worry, Be Happy",Peaceful,"[0.36282092332839966, 0.24041086435317993, 0.1320197880268097, 0.24924632906913757, 0.0011293590068817139, 0.02581775188446045, 0.03716805577278137]","[1, 0, 0, 0, 0, 0, 0]"
894,Coldplay,The Scientist,Peaceful,"[0.12661007046699524, 0.34820762276649475, 0.27778559923171997, 0.17479223012924194, 0.1376062035560608, 0.030297577381134033, 0.009243518114089966]","[0, 1, 0, 0, 0, 0, 0]"
895,Simon & Garfunkel,America,Peaceful,"[0.16147926449775696, 0.26294246315956116, 0.2126629650592804, 0.22829440236091614, 0.05681478977203369, 0.05537739396095276, 0.06342571973800659]","[0, 1, 0, 0, 0, 0, 0]"
896,The Jackson 5,I’ll Be There,Peaceful,"[0.1569957435131073, 0.34270817041397095, 0.3537440299987793, 0.15939229726791382, 0.1880364716053009, 0.04329994320869446, 0.01708012819290161]","[0, 0, 1, 0, 0, 0, 0]"
897,David Gray,Babylon,Peaceful,"[0.13188642263412476, 0.2856581211090088, 0.1904415488243103, 0.21547630429267883, 0.01626265048980713, 0.04390111565589905, 0.010235011577606201]","[0, 1, 0, 0, 0, 0, 0]"
898,Maroon 5,She Will Be Loved,Peaceful,"[0.047376155853271484, 0.2958964705467224, 0.33136361837387085, 0.11140117049217224, 0.0421445369720459, 0.01563122868537903, 0.0041859447956085205]","[0, 0, 1, 0, 0, 0, 0]"
899,Sam Smith,Lay Me Down,Peaceful,"[0.145674467086792, 0.37942683696746826, 0.29323530197143555, 0.2894364595413208, 0.06467872858047485, 0.06059136986732483, 0.016880571842193604]","[0, 1, 0, 0, 0, 0, 0]"
900,Katie Melua,Nine Million Bicycles,Peaceful,"[0.1854601800441742, 0.3719800114631653, 0.29317909479141235, 0.27978527545928955, 0.10805514454841614, 0.1775076687335968, 0.1494244635105133]","[0, 1, 0, 0, 0, 0, 0]"
901,Ed Sheeran,The A Team,Peaceful,"[0.0645332932472229, 0.16858318448066711, 0.07532763481140137, 0.14216750860214233, 0.037059396505355835, 0.016170591115951538, 0.010181427001953125]","[0, 1, 0, 0, 0, 0, 0]"
902,All Saints,Pure Shores,Peaceful,"[0.15171238780021667, 0.33289119601249695, 0.26031434535980225, 0.24632728099822998, 0.04059022665023804, 0.10799473524093628, 0.17822718620300293]","[0, 1, 0, 0, 0, 0, 0]"
903,Lily Allen,Smile,Peaceful,"[0.2024853229522705, 0.2639349102973938, 0.17834973335266113, 0.2750013470649719, 0.03202164173126221, 0.026532143354415894, 0.09184160828590393]","[0, 0, 0, 1, 0, 0, 0]"
904,Norah Jones,Don’t Know Why,Peaceful,"[0.2580379843711853, 0.41156241297721863, 0.32325899600982666, 0.28012943267822266, 0.07430252432823181, 0.1461200714111328, 0.14327704906463623]","[0, 1, 0, 0, 0, 0, 0]"
905,Rihanna,What’s my Name? [Official Remix],Peaceful,"[0.06480392813682556, 0.11186203360557556, 0.15941962599754333, 0.07609859108924866, 0.021967679262161255, 0.020614296197891235, 0.008865177631378174]","[0, 0, 1, 0, 0, 0, 0]"
906,Lana Del Rey,Summertime Sadness,Peaceful,"[0.19419357180595398, 0.29758551716804504, 0.21273425221443176, 0.21025225520133972, 0.14360952377319336, 0.018847912549972534, 0.008832275867462158]","[0, 1, 0, 0, 0, 0, 0]"
907,Harry Styles,Adore You,Peaceful,"[0.1793326735496521, 0.41213783621788025, 0.30095458030700684, 0.21309101581573486, 0.03744593262672424, 0.07682397961616516, 0.041555196046829224]","[0, 1, 0, 0, 0, 0, 0]"
908,Lauv,Modern Loneliness,Peaceful,"[0.06328430771827698, 0.30985650420188904, 0.2104303538799286, 0.36024418473243713, 0.03841686248779297, 0.022351592779159546, 0.08041524887084961]","[0, 0, 0, 1, 0, 0, 0]"
909,Ellie Goulding & blackbear,Worry About Me,Peaceful,"[0.07458868622779846, 0.17139211297035217, 0.11007541418075562, 0.17702126502990723, 0.04543304443359375, 0.046070098876953125, 0.008620202541351318]","[0, 0, 0, 1, 0, 0, 0]"
910,Sam Smith,To Die For,Peaceful,"[0.1105726957321167, 0.41927778720855713, 0.2074088752269745, 0.15116295218467712, 0.003259122371673584, 0.0710313618183136, 0.027249693870544434]","[0, 1, 0, 0, 0, 0, 0]"
911,Ukoo Flani Mau Mau,Piga Bao (Punchlines Kibao),Peaceful,"[0.12618255615234375, 0.27271193265914917, 0.16154861450195312, 0.21928244829177856, 0.0022197961807250977, 0.08473220467567444, 0.3667345643043518]","[0, 0, 0, 0, 0, 0, 1]"
912,Niall Horan,No Judgement (Acoustic),Peaceful,"[0.17813336849212646, 0.39939361810684204, 0.30549436807632446, 0.29415518045425415, 0.14818689227104187, 0.1236945390701294, 0.048079609870910645]","[0, 1, 0, 0, 0, 0, 0]"
913,John Legend,Conversations in the Dark,Peaceful,"[0.08408981561660767, 0.32829999923706055, 0.23170098662376404, 0.1564807891845703, 0.08745884895324707, 0.05593612790107727, 0.004402607679367065]","[0, 1, 0, 0, 0, 0, 0]"
914,Lauv,Tattoos Together,Peaceful,"[0.1018410325050354, 0.3292067050933838, 0.26906177401542664, 0.1980949342250824, 0.09991350769996643, 0.025368720293045044, 0.0016715824604034424]","[0, 1, 0, 0, 0, 0, 0]"
915,Ed Sheeran,Perfect,Peaceful,"[0.03368133306503296, 0.32622087001800537, 0.23710209131240845, 0.08120915293693542, 0.020545750856399536, 0.00751379132270813, 0.00220566987991333]","[0, 1, 0, 0, 0, 0, 0]"
